FIPS,State,County,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,Population2010,ACCESS2_CrudePrev,BPHIGH_CrudePrev,HIGHCHOL_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Cluster,Priority_Category
48485,TX,Wichita,43104.0,48642.0,12.848,32.779,36.99,16831.0,16988.0,0.937,12.798,12.918,895.0,841.0,-6.057,1.826,1.715,2243.0,4.575,11167.0,11350.0,2.0,8.492,8.631,5046.0,4925.0,-2.381,3.837,3.745,35690.0,27.14,6553.0,4.983,7892.0,6.001,1230.0,0.935,474.0,0.36,55.0,0.042,4642.0,3.53,2528.0,24.0,36.3,36.7,13.4,14.8,40.1,3.8,1,High
48491,TX,Williamson,144014.0,142429.0,-1.101,34.072,33.697,29753.0,33789.0,13.563,7.039,7.994,2011.0,1931.0,-3.982,1.317,1.265,3089.0,2.024,42409.0,41338.0,-2.0,10.033,9.78,12868.0,13325.0,3.549,3.044,3.152,112531.0,26.623,7883.0,1.865,34835.0,8.241,6345.0,1.501,892.0,0.211,148.0,0.035,14632.0,3.462,4165.0,16.3,25.5,29.3,7.7,11.7,28.8,1.8,0,High
49011,UT,Davis,85083.0,94507.0,11.077,27.761,30.836,12740.0,18820.0,47.722,4.157,6.141,357.0,788.0,120.526,0.382,0.841,1619.0,1.73,30591.0,33647.0,10.0,9.981,10.978,6336.0,7451.0,17.597,2.067,2.431,87301.0,28.485,925.0,0.302,5794.0,1.89,1455.0,0.475,312.0,0.102,380.0,0.124,4136.0,1.349,3741.5,12.2,24.549999999999997,29.950000000000003,7.6,11.95,26.55,2.1,0,High
49035,UT,Salt Lake,118180.0,91151.0,-22.871,11.478,8.852,31464.0,28999.0,-7.833,3.056,2.816,1947.0,1590.0,-18.345,0.568,0.464,2627.0,0.766,37048.0,28071.0,-24.0,3.598,2.726,8164.0,6267.0,-23.233,0.793,0.609,74252.0,7.211,1766.0,0.171,15822.0,1.537,2657.0,0.258,783.0,0.076,1307.0,0.127,10388.0,1.009,3864.0,15.2,23.5,28.1,6.7,12.5,26.2,2.1,0,Low
49049,UT,Utah,118503.0,121875.0,2.846,22.941,23.593,32760.0,35678.0,8.909,6.342,6.907,839.0,1116.0,33.092,0.596,0.794,2083.0,1.481,46205.0,47993.0,4.0,8.945,9.291,7351.0,7489.0,1.88,1.423,1.45,111101.0,21.508,592.0,0.114,10665.0,2.065,1397.0,0.27,547.0,0.106,786.0,0.152,7455.0,1.443,3660.0,16.0,19.3,27.2,6.2,12.8,24.8,2.0,0,High
49053,UT,Washington,38175.0,36702.0,-3.858,27.64,26.573,11473.0,12811.0,11.658,8.307,9.275,739.0,576.0,-22.039,1.594,1.243,829.0,1.789,11777.0,11321.0,-3.0,8.527,8.197,6599.0,6168.0,-6.537,4.777,4.465,33819.0,24.486,147.0,0.106,2502.0,1.811,255.0,0.185,379.0,0.274,261.0,0.189,1843.0,1.334,5479.0,14.7,27.0,33.7,8.6,12.1,24.6,3.2,2,High
49057,UT,Weber,57291.0,58289.0,1.742,24.776,25.208,13888.0,14371.0,3.481,6.006,6.215,626.0,875.0,39.799,0.794,1.11,1293.0,1.641,17934.0,18079.0,1.0,7.756,7.818,5730.0,6425.0,12.137,2.478,2.778,53074.0,22.952,522.0,0.226,5534.0,2.393,648.0,0.28,283.0,0.122,144.0,0.062,3620.0,1.565,3641.5,23.05,29.1,29.200000000000003,9.35,16.299999999999997,34.3,2.9,2,Medium
50007,VT,Chittenden,31126.0,27642.0,-11.195,19.883,17.657,5483.0,4746.0,-13.443,3.502,3.031,949.0,898.0,-5.305,1.533,1.452,1023.0,1.654,6562.0,6113.0,-6.0,4.192,3.904,4013.0,3770.0,-6.057,2.563,2.408,25941.0,16.571,418.0,0.267,490.0,0.312,700.0,0.447,64.0,0.041,2.0,0.001,519.0,0.331,3399.0,9.3,21.4,22.9,6.1,13.7,24.4,2.1,0,Medium
51550,VA,Chesapeake,49802.0,45112.0,-9.416,22.412,20.302,8191.0,10927.0,33.401,3.686,4.917,647.0,896.0,38.592,0.812,1.125,1630.0,2.048,13620.0,12658.0,-7.0,6.129,5.696,4591.0,4071.0,-11.315,2.066,1.832,27898.0,12.555,14248.0,6.412,1802.0,0.811,984.0,0.443,162.0,0.073,41.0,0.018,1781.0,0.801,5396.0,12.6,32.6,32.9,10.3,12.4,35.5,2.9,2,Low
51650,VA,Hampton,32203.0,41216.0,27.99,23.431,29.989,8163.0,14176.0,73.672,5.939,10.314,908.0,1412.0,55.444,1.65,2.564,1857.0,3.374,7629.0,9548.0,26.0,5.551,6.947,3863.0,4837.0,25.237,2.81,3.519,17100.0,12.442,21020.0,15.294,1728.0,1.257,1003.0,0.729,168.0,0.122,40.0,0.029,1888.0,1.373,3730.0,15.2,34.1,33.4,12.6,13.9,38.1,3.3,1,Medium
51680,VA,Lynchburg,19952.0,12530.0,-37.198,26.402,16.581,9396.0,6536.0,-30.438,12.433,8.649,1124.0,1022.0,-9.036,3.945,3.589,1051.0,3.688,4117.0,2633.0,-36.0,5.448,3.483,2524.0,1802.0,-28.615,3.339,2.384,6054.0,8.01,5756.0,7.616,331.0,0.438,267.0,0.353,45.0,0.059,10.0,0.013,401.0,0.53,3483.0,14.8,33.0,34.5,10.6,15.1,34.3,3.3,2,High
51700,VA,Newport News,33747.0,40759.0,20.779,18.673,22.554,6354.0,11427.0,79.829,3.516,6.323,630.0,810.0,28.617,0.891,1.145,1552.0,2.196,8307.0,9744.0,18.0,4.596,5.392,4114.0,4019.0,-2.31,2.276,2.224,23306.0,12.896,13142.0,7.272,2947.0,1.631,1329.0,0.735,187.0,0.103,92.0,0.051,2706.0,1.497,3950.5,16.200000000000003,32.8,31.65,10.8,14.2,34.15,3.1,2,Medium
51710,VA,Norfolk,32045.0,48195.0,50.395,13.198,19.849,10886.0,20104.0,84.681,4.483,8.28,1036.0,1878.0,81.375,1.197,2.171,2327.0,2.69,6272.0,10329.0,65.0,2.583,4.254,3345.0,4377.0,30.88,1.377,1.803,26165.0,10.776,17486.0,7.202,2950.0,1.215,1466.0,0.603,257.0,0.105,76.0,0.031,2748.0,1.132,2768.0,16.4,35.1,32.4,11.4,14.2,33.5,3.3,2,High
51740,VA,Portsmouth,14240.0,16356.0,14.861,14.905,17.12,3242.0,3763.0,16.081,3.393,3.939,258.0,388.0,50.486,0.689,1.037,718.0,1.921,3013.0,3726.0,24.0,3.153,3.9,2493.0,2527.0,1.391,2.609,2.645,6491.0,6.794,9028.0,9.45,434.0,0.454,211.0,0.22,63.0,0.066,8.0,0.008,557.0,0.583,2765.0,18.0,35.7,34.2,12.8,14.9,40.0,3.8,2,Low
51760,VA,Richmond,41569.0,43859.0,5.507,20.356,21.477,16074.0,16000.0,-0.461,7.871,7.835,3040.0,2820.0,-7.243,3.487,3.235,2902.0,3.329,8194.0,8306.0,2.0,4.012,4.067,5663.0,6217.0,9.78,2.773,3.044,17827.0,8.73,22679.0,11.105,2822.0,1.381,572.0,0.28,166.0,0.081,48.0,0.023,2569.0,1.258,2901.0,15.4,35.900000000000006,31.8,12.3,14.95,33.8,3.7,1,Low
51770,VA,Roanoke,23017.0,17853.0,-22.437,23.721,18.398,10401.0,7517.0,-27.73,10.718,7.746,962.0,886.0,-7.833,2.251,2.074,1528.0,3.577,5163.0,3809.0,-26.0,5.32,3.925,2546.0,2202.0,-13.511,2.623,2.269,11792.0,12.152,4930.0,5.081,763.0,0.785,240.0,0.247,56.0,0.057,23.0,0.023,815.0,0.839,3958.0,15.9,38.4,35.3,12.0,15.2,34.0,4.0,1,Low
51800,VA,Suffolk,16356.0,18260.0,11.636,19.337,21.587,2350.0,4848.0,106.328,2.777,5.731,382.0,689.0,80.332,1.237,2.231,1031.0,3.338,4484.0,4900.0,10.0,5.301,5.793,1591.0,1996.0,25.457,1.88,2.359,8771.0,10.368,8552.0,10.109,511.0,0.604,331.0,0.39,66.0,0.078,14.0,0.016,529.0,0.624,2935.0,13.2,35.0,34.8,11.3,12.85,33.05,3.3,2,Medium
51810,VA,Virginia Beach,78720.0,71830.0,-8.753,17.973,16.4,11439.0,11453.0,0.124,2.611,2.615,681.0,611.0,-10.291,0.412,0.37,857.0,0.519,19898.0,18347.0,-7.0,4.543,4.189,8224.0,7235.0,-12.036,1.878,1.652,55278.0,12.621,8639.0,1.972,3846.0,0.878,4149.0,0.947,246.0,0.056,101.0,0.023,3418.0,0.78,4434.0,12.3,27.7,31.9,8.9,12.0,28.2,2.4,0,Low
53005,WA,Benton,37789.0,32503.0,-13.987,21.572,18.554,7070.0,7740.0,9.471,4.036,4.418,591.0,433.0,-26.799,0.905,0.662,1200.0,1.837,10054.0,8774.0,-12.0,5.739,5.008,4562.0,3844.0,-15.759,2.604,2.194,28319.0,16.165,232.0,0.132,3933.0,2.245,786.0,0.448,298.0,0.17,40.0,0.023,2831.0,1.616,4850.5,13.899999999999999,29.15,33.3,8.9,15.25,33.849999999999994,3.05,2,Low
53011,WA,Clark,88356.0,87201.0,-1.307,20.772,20.5,17517.0,19648.0,12.169,4.118,4.619,1389.0,1303.0,-6.204,0.878,0.824,3729.0,2.358,24226.0,24726.0,3.0,5.695,5.813,9267.0,8917.0,-3.774,2.178,2.096,74977.0,17.627,1505.0,0.354,5343.0,1.256,4486.0,1.054,603.0,0.142,506.0,0.119,5127.0,1.205,3622.0,10.5,28.5,31.4,9.4,14.2,34.0,2.9,2,Low
53033,WA,King,333425.0,317785.0,-4.691,17.265,16.455,50411.0,53619.0,6.362,2.61,2.776,4288.0,4770.0,11.243,0.543,0.604,9259.0,1.173,82668.0,77551.0,-6.0,4.281,4.016,36316.0,35620.0,-1.917,1.88,1.844,240848.0,12.471,11467.0,0.594,20420.0,1.057,39074.0,2.023,2428.0,0.126,1915.0,0.099,22055.0,1.142,4432.0,9.1,23.8,28.2,7.1,11.6,20.9,2.3,0,Low
53053,WA,Pierce,266740.0,260287.0,-2.419,33.543,32.731,64057.0,66189.0,3.329,8.055,8.323,3765.0,3825.0,1.603,1.255,1.275,10817.0,3.607,68965.0,68008.0,-1.0,8.672,8.552,28445.0,27582.0,-3.033,3.577,3.468,202507.0,25.465,13503.0,1.698,21561.0,2.711,13064.0,1.643,3294.0,0.414,3574.0,0.449,24348.0,3.062,4164.0,12.0,31.4,30.8,10.5,15.3,31.1,3.1,2,High
53061,WA,Snohomish,173060.0,164802.0,-4.772,24.261,23.103,24875.0,27761.0,11.601,3.487,3.892,1732.0,1925.0,11.186,0.645,0.717,4527.0,1.687,44455.0,42574.0,-4.0,6.232,5.968,16066.0,15550.0,-3.212,2.252,2.18,133844.0,18.763,2823.0,0.396,10653.0,1.493,14856.0,2.082,2079.0,0.291,589.0,0.083,10613.0,1.488,4184.5,11.399999999999999,30.6,30.55,9.0,14.1,30.799999999999997,2.8499999999999996,2,Low
53063,WA,Spokane,80078.0,74392.0,-7.101,16.994,15.787,19804.0,20799.0,5.026,4.203,4.414,1653.0,1773.0,7.297,0.883,0.947,4150.0,2.217,20209.0,18949.0,-6.0,4.289,4.021,9749.0,8860.0,-9.122,2.069,1.88,67798.0,14.388,807.0,0.171,2946.0,0.625,1473.0,0.313,839.0,0.178,182.0,0.038,3296.0,0.699,3499.0,9.9,28.7,32.2,8.7,14.7,29.25,3.1500000000000004,2,Low
53073,WA,Whatcom,50885.0,57080.0,12.176,25.298,28.378,12318.0,15028.0,21.995,6.124,7.471,1436.0,1990.0,38.572,1.786,2.476,3061.0,3.808,12082.0,13405.0,11.0,6.007,6.664,7696.0,8847.0,14.95,3.826,4.398,50341.0,25.027,466.0,0.231,3740.0,1.859,1944.0,0.966,784.0,0.39,167.0,0.083,3381.0,1.68,5189.0,9.6,26.5,30.2,7.9,12.5,28.7,2.6,2,High
53077,WA,Yakima,30242.0,32418.0,7.194,12.433,13.328,11244.0,13140.0,16.863,4.623,5.402,770.0,607.0,-21.146,0.954,0.753,2117.0,2.626,8505.0,9309.0,10.0,3.496,3.827,3801.0,4045.0,6.396,1.563,1.663,23158.0,9.521,182.0,0.074,9905.0,4.072,394.0,0.162,2349.0,0.965,33.0,0.013,6305.0,2.592,5202.0,14.0,31.9,30.6,12.1,15.0,35.2,3.7,2,Medium
54039,WV,Kanawha,48214.0,46875.0,-2.777,24.973,24.28,14909.0,14863.0,-0.306,7.722,7.698,4238.0,3441.0,-18.812,5.033,4.086,2991.0,3.552,10135.0,9740.0,-3.0,5.25,5.045,7394.0,7299.0,-1.29,3.83,3.78,40938.0,21.204,4067.0,2.106,415.0,0.215,680.0,0.352,86.0,0.044,7.0,0.004,1099.0,0.569,2426.5,10.55,44.099999999999994,39.25,14.95,16.4,38.8,3.95,1,Low
55009,WI,Brown,65133.0,56962.0,-12.546,26.263,22.968,15950.0,14517.0,-8.983,6.431,5.853,947.0,1065.0,12.505,0.962,1.082,1889.0,1.92,16112.0,13935.0,-13.0,6.497,5.619,6980.0,6268.0,-10.213,2.814,2.527,51200.0,20.644,1271.0,0.512,2144.0,0.864,1188.0,0.479,1355.0,0.546,44.0,0.017,1906.0,0.768,3413.0,11.65,29.299999999999997,31.95,8.75,13.05,34.8,2.95,2,Medium
55015,WI,Calumet,8927.0,12279.0,37.544,18.229,25.073,851.0,2112.0,148.248,1.737,4.311,208.0,265.0,27.245,1.118,1.422,260.0,1.399,2791.0,3641.0,31.0,5.698,7.433,691.0,1079.0,56.322,1.409,2.203,11338.0,23.152,66.0,0.135,505.0,1.03,422.0,0.86,31.0,0.062,1.0,0.002,423.0,0.862,3827.0,9.8,25.2,31.3,6.5,12.4,30.0,2.1,0,Medium
55025,WI,Dane,110750.0,98626.0,-10.947,22.691,20.207,22726.0,25063.0,10.281,4.656,5.135,3166.0,2821.0,-10.894,1.554,1.384,4597.0,2.256,27592.0,24835.0,-9.0,5.653,5.088,12018.0,10565.0,-12.088,2.462,2.165,82045.0,16.81,6429.0,1.317,7817.0,1.601,3545.0,0.726,402.0,0.082,45.0,0.009,6163.0,1.263,3367.0,8.2,24.2,30.3,6.2,10.6,25.6,2.1,0,High
55059,WI,Kenosha,46130.0,40348.0,-12.535,27.718,24.243,10992.0,11310.0,2.888,6.605,6.795,897.0,966.0,7.678,1.431,1.541,1969.0,3.142,11942.0,10123.0,-15.0,7.175,6.082,4668.0,4201.0,-10.007,2.805,2.524,35821.0,21.523,1639.0,0.985,3617.0,2.173,407.0,0.244,147.0,0.088,24.0,0.014,2311.0,1.388,3562.0,12.1,28.7,31.2,8.2,12.8,32.8,2.9,2,Medium
55079,WI,Milwaukee,124079.0,84256.0,-32.095,13.092,8.89,30648.0,23908.0,-21.993,3.234,2.523,3804.0,2514.0,-33.915,0.992,0.655,4921.0,1.283,29548.0,20654.0,-30.0,3.118,2.179,17601.0,11005.0,-37.477,1.857,1.161,60410.0,6.374,16687.0,1.761,5376.0,0.567,2955.0,0.312,496.0,0.052,38.0,0.004,3671.0,0.387,2629.0,15.5,30.95,30.4,10.4,16.2,36.349999999999994,3.4,2,Low
55087,WI,Outagamie,25731.0,20562.0,-20.086,14.562,11.637,5273.0,4319.0,-18.105,2.984,2.444,923.0,684.0,-25.878,1.324,0.982,487.0,0.698,6525.0,5568.0,-14.0,3.693,3.151,2573.0,2151.0,-16.433,1.456,1.217,19196.0,10.864,138.0,0.078,741.0,0.419,494.0,0.279,112.0,0.063,7.0,0.004,618.0,0.349,3272.0,9.5,27.4,33.3,8.05,11.75,32.05,2.6500000000000004,0,Low
55101,WI,Racine,57827.0,59629.0,3.117,29.592,30.515,14960.0,16269.0,8.749,7.656,8.325,1462.0,1772.0,21.229,1.932,2.342,3147.0,4.159,14247.0,14769.0,4.0,7.291,7.558,6959.0,7188.0,3.29,3.561,3.678,47649.0,24.384,6472.0,3.312,6779.0,3.469,561.0,0.287,260.0,0.133,16.0,0.008,4674.0,2.392,3703.0,13.100000000000001,31.0,33.150000000000006,9.2,13.45,39.099999999999994,3.1500000000000004,2,High
55133,WI,Waukesha,160078.0,139441.0,-12.892,41.057,35.764,20188.0,19746.0,-2.188,5.178,5.064,2961.0,2619.0,-11.545,1.939,1.715,2639.0,1.728,38988.0,34666.0,-11.0,10.0,8.891,21845.0,18159.0,-16.871,5.603,4.657,130660.0,33.512,1923.0,0.493,5574.0,1.43,3375.0,0.865,411.0,0.105,47.0,0.012,3028.0,0.777,3515.5,8.8,26.65,31.0,7.1,11.100000000000001,29.9,2.3499999999999996,0,High
55139,WI,Winnebago,51315.0,34476.0,-32.815,30.728,20.645,13716.0,8333.0,-39.248,8.213,4.989,1405.0,774.0,-44.946,2.07,1.14,1084.0,1.596,11938.0,7763.0,-34.0,7.148,4.648,6243.0,4439.0,-28.902,3.738,2.658,31897.0,19.1,680.0,0.407,1010.0,0.605,872.0,0.522,202.0,0.121,14.0,0.008,813.0,0.487,1490.0,13.6,28.7,31.5,8.1,12.9,29.7,3.4,2,Low
56021,WY,Laramie,22103.0,31925.0,44.441,24.093,34.8,5430.0,9623.0,77.233,5.918,10.489,263.0,671.0,155.843,0.698,1.785,1125.0,2.992,5870.0,7787.0,33.0,6.398,8.488,2307.0,3325.0,44.097,2.515,3.624,27863.0,30.372,971.0,1.058,4182.0,4.558,380.0,0.413,332.0,0.361,49.0,0.053,2333.0,2.543,3800.0,16.35,30.85,31.200000000000003,8.850000000000001,11.8,28.799999999999997,2.8499999999999996,2,High
